target_id	length	eff_length	est_counts	tpm
g1470.t1.cds1	351	134.34	2756.0	303.349
g1471.t1.cds1	660	420.242	2018.0	710.053
g1472.t1.cds1	948	707.91	8986.0	187.697
g1473.t1.cds1	2316	2075.84	7201.0	512.943
g1474.t1.cds1	1266	1025.84	15126.0	218.029
g1475.t1.cds1	1236	995.836	5421.0	804.935
g1476.t1.cds1	1167	926.836	3735.0	595.877
g1477.t1.cds1	2745	2504.84	7270.0	429.165
g1479.t1.cds1	621	381.567	584.0	226.314
g1480.t1.cds1	717	477.069	4440.0	137.617
g1482.t1.cds1	966	725.91	2520.0	513.318
g1483.t1.cds1	4440	4199.84	4964.0	174.771
g1484.t1.cds1	597	358.046	1378.0	569.089
g1485.t1.cds1	1524	1283.84	2829.0	325.831
g1486.t1.cds1	423	193.289	5340.0	408.51
g1487.t1.cds1	831	590.91	7046.0	176.315
g1488.t1.cds1	699	459.069	4198.0	135.218
g1490.t1.cds1	1758	1517.84	4732.0	460.987
g1491.t1.cds1	249	656.953	11151.0	2509.86
g1492.t1.cds1	768	527.969	1179.0	330.198
g1493.t1.cds1	930	689.91	7129.0	152.794
g1494.t1.cds1	384	160.381	2504.0	230.861
g1496.t1.cds1	666	426.158	1576.0	546.833
g1497.t1.cds1	1662	1421.84	9282.0	965.297
g1498.t1.cds1	1719	1478.84	6328.0	632.726
g1499.t1.cds1	654	414.284	5297.0	189.061
g1500.t1.cds1	741	501.02	14511.0	428.264
g1501.t1.cds1	903	662.91	4348.0	969.848
g1503.t1.cds1	2316	2075.84	13258.0	944.396
g1505.t1.cds1	2610	2369.84	7459.0	465.405
g1506.t1.cds1	2367	2126.84	6538.0	454.548
g1507.t1.cds1	1632	1391.84	4090.0	434.514
g1508.t1.cds1	1383	1142.84	4061.86	525.545
g1509.t1.cds1	2769	2528.84	8423.16	492.519
g1512.t1.cds1	2199	1958.84	2399.66	181.143
g1513.t1.cds1	2448	2207.84	13076.7	875.793
g1515.t1.cds1	1374	1133.84	1691.27	220.562
g1516.t1.cds1	1926	1685.84	3386.93	297.071
g1518.t1.cds1	1575	1334.84	2575.88	285.343
g1519.t1.cds1	3087	2846.84	8149.0	423.264
g1520.t1.cds1	3327	3086.84	13702.0	656.356
g1521.t1.cds1	1857	1616.84	8544.0	781.384
g1522.t1.cds1	777	536.969	5980.0	164.673
g1523.t1.cds1	912	671.91	2117.0	465.885
g1524.t1.cds1	516	279.045	3289.0	174.285
g1525.t1.cds1	996	755.836	3371.0	659.478
g1526.t1.cds1	1368	1127.84	3203.0	419.933
g1527.t1.cds1	408	180.34	374.0	306.654
g1528.t1.cds1	1479	1238.84	7513.0	896.744
g1529.t1.cds1	1695	1454.84	3762.0	382.361
g1531.t1.cds1	825	584.969	2985.0	754.537
g1533.t1.cds1	1149	908.836	2851.0	463.853
g1534.t1.cds1	960	719.91	3561.0	731.413
g1535.t1.cds1	600	360.938	5975.0	244.779
g1536.t1.cds1	2316	2075.84	19055.0	135.733
g1537.t1.cds1	1572	1331.84	15377.0	170.722
g1538.t1.cds1	1302	1061.84	2373.0	330.453
g1539.t1.cds1	2859	2618.84	7405.0	418.105
g1540.t1.cds1	549	310.978	3017.0	143.454
g1541.t1.cds1	1173	932.836	3641.0	577.144
g1542.t1.cds1	1569	1328.84	7763.0	863.828
g1544.t1.cds1	372	150.867	977.0	957.565
g1545.t1.cds1	738	498.02	1761.0	522.855
g1546.t1.cds1	1299	1058.84	3503.0	489.193
g1547.t1.cds1	1290	1049.84	5855.0	824.659
g1548.t1.cds1	1875	1634.84	7909.0	715.346
g1550.t1.cds1	3651	3410.84	6700.0	290.458
g1551.t1.cds1	3084	2843.84	3537.0	183.908
g1552.t1.cds1	663	423.2	1997.0	697.753
g1553.t1.cds1	276	811.786	1114.0	202.914
g1554.t1.cds1	501	264.758	1286.0	718.226
g1555.t1.cds1	705	465.069	1869.0	594.239
g1557.t1.cds1	798	557.969	1676.0	444.154
g1558.t1.cds1	4359	4118.84	4130.0	148.267
g1559.t1.cds1	423	193.289	32808.0	2509.81
g1560.t1.cds1	4341	4100.84	1822.0	656.969
g1562.t1.cds1	1302	1061.84	1054.0	146.775
g1565.t1.cds1	1176	935.836	3612.0	570.712
g1566.t1.cds1	2268	2027.84	2777.0	202.494
g1567.t1.cds1	1338	1097.84	3355.0	451.881
g1568.t1.cds1	681	441.114	1920.0	643.604
g1569.t1.cds1	561	322.691	609.0	279.062
g1570.t1.cds1	450	217.091	380.0	258.828
g1571.t1.cds1	1377	1136.84	5787.0	752.705
g1572.t1.cds1	1167	926.836	1332.0	212.506
g1573.t1.cds1	705	465.069	2529.0	804.082
g1574.t1.cds1	2139	1898.84	7282.0	567.064
g1576.t1.cds1	2163	1922.84	7463.0	573.905
g1577.t1.cds1	1005	764.836	69251.0	1338.83
g1580.t1.cds1	804	563.969	1143.0	299.682
g1582.t1.cds1	750	510.02	944.394	273.801
g1585.t1.cds1	1962	1721.84	2458.53	211.131
g1587.t1.cds1	987	746.836	2029.0	401.722
g1589.t1.cds1	801	560.969	2866.0	755.452
g1591.t1.cds1	2019	1778.84	9272.0	770.738
g1592.t1.cds1	2181	1940.84	3296.0	251.112
g1593.t1.cds1	420	190.688	2796.0	216.811
g1594.t1.cds1	3372	3131.84	5917.0	279.365
g1595.t1.cds1	450	217.091	6166.0	419.982
g1596.t1.cds1	891	650.91	3635.0	825.757
g1597.t1.cds1	399	172.738	17468.0	1495.28
g1598.t1.cds1	858	617.91	1970.0	471.422
g1599.t1.cds1	1353	1112.84	76517.5	1016.71
g1600.t1.cds1	1353	1112.84	76517.5	1016.71
g1601.t1.cds1	1326	1085.84	295315.0	4021.52
g1602.t1.cds1	2925	2684.84	7812.0	430.243
g1603.t1.cds1	1143	902.836	1645.0	269.418
g1604.t1.cds1	1602	1361.84	2191.0	237.896
g1605.t1.cds1	1389	1148.84	1454.0	187.144
g1606.t1.cds1	750	510.02	1116.0	323.553
g1607.t1.cds1	1539	1298.84	6152.0	700.376
g1609.t1.cds1	909	668.91	1027.0	227.024
g1610.t1.cds1	1536	1295.84	1778.0	202.885
g1611.t1.cds1	486	250.669	892.0	526.179
g1613.t1.cds1	1422	1181.84	16469.5	206.059
g1614.t1.cds1	456	222.732	3734.0	247.891
g1615.t1.cds1	2586	2345.84	4433.0	279.427
g1616.t1.cds1	2811	2570.84	2563.0	147.416
g1617.t1.cds1	729	489.02	812.0	245.526
g1619.t1.cds1	1179	938.836	891.0	140.332
g1620.t1.cds1	5319	5078.84	2365.0	688.551
g1622.t1.cds1	1974	1733.84	439.0	374.391
g1623.t1.cds1	1134	893.836	1312.0	217.043
g1624.t1.cds1	645	405.448	6155.0	224.472
g1625.t1.cds1	519	281.988	54460.0	2855.72
g1626.t1.cds1	897	656.91	2059.0	463.468
g1627.t1.cds1	1062	821.836	1998.0	359.484
g1630.t1.cds1	846	605.91	6904.0	168.485
g1631.t1.cds1	1659	1418.84	7868.0	819.976
g1632.t1.cds1	648	408.448	1036.0	375.052
g1633.t1.cds1	1248	1007.84	3459.0	507.493
g1634.t1.cds1	1023	782.836	2455.0	463.713
g1637.t1.cds1	1188	947.836	1012.44	157.945
g1638.t1.cds1	2961	2720.84	3515.0	191.026
g1639.t1.cds1	312	104.792	2958.0	417.388
g1640.t1.cds1	1890	1649.84	5013.0	449.289
g1643.t1.cds1	1788	1547.84	724.219	691.853
g1644.t1.cds1	489	253.438	273.295	159.452
g1645.t1.cds1	2433	2192.84	1021.0	688.476
g1647.t1.cds1	750	510.02	2662.0	771.773
g1648.t1.cds1	690	450.114	8345.0	274.14
g1649.t1.cds1	2154	1913.84	2227.0	172.062
g1650.t1.cds1	1848	1607.84	2327.0	214.005
g1651.t1.cds1	942	701.91	3799.0	800.307
g1653.t1.cds1	972	731.91	2203.0	445.067
g1654.t1.cds1	5427	5186.84	2785.0	793.947
g1655.t1.cds1	780	539.969	14309.8	391.863
g1656.t1.cds1	1998	1757.84	4953.0	416.638
g1657.t1.cds1	2433	2192.84	20689.0	139.509
g1661.t1.cds1	957	716.91	708.0	146.028
g1662.t1.cds1	468	233.87	1424.0	900.336
g1663.t1.cds1	1599	1358.84	2769.0	301.318
g1665.t1.cds1	306	100.702	292.0	428.762
g1666.t1.cds1	414	185.572	1081.0	861.354
g1669.t1.cds1	1773	1532.84	147.951	142.722
g1670.t1.cds1	1773	1532.84	6756.3	651.752
g1671.t1.cds1	6435	6194.84	22856.0	545.556
g1672.t1.cds1	528	290.671	1604.0	815.966
g1673.t1.cds1	2295	2054.84	8174.0	588.202
g1674.t1.cds1	795	554.969	3229.0	860.337
g1675.t1.cds1	1551	1310.84	5534.0	624.252
g1676.t1.cds1	1098	857.836	3038.0	523.664
g1677.t1.cds1	1632	1391.84	9312.0	989.291
g1678.t1.cds1	5085	4844.84	6395.0	195.178
g1679.t1.cds1	1182	941.836	3578.0	561.738
g1680.t1.cds1	2322	2081.84	7203.0	511.606
g1681.t1.cds1	3324	3083.84	3908.0	187.384
g1682.t1.cds1	1245	1004.84	2764.0	406.735
g1683.t1.cds1	3081	2840.84	5224.0	271.911
g1684.t1.cds1	978	737.91	2083.0	417.402
g1685.t1.cds1	1215	974.836	3928.0	595.812
g1686.t1.cds1	1437	1196.84	4022.0	496.909
g1687.t1.cds1	885	644.91	2474.0	567.243
g1688.t1.cds1	2730	2489.84	5642.0	335.067
g1689.t1.cds1	852	611.91	4131.0	998.244
g1690.t1.cds1	3099	2858.84	4057.0	209.838
g1691.t1.cds1	561	322.691	3313.0	151.811
g1692.t1.cds1	1002	761.836	68994.0	1339.12
g1693.t1.cds1	1194	953.836	8752.0	135.676
g1694.t1.cds1	1041	800.836	1272.0	234.862
g1695.t1.cds1	2226	1985.84	9059.0	674.537
g1696.t1.cds1	648	408.448	2431.0	880.069
g1697.t1.cds1	342	127.481	9239.27	1071.67
g1698.t1.cds1	342	127.481	3499.73	405.935
g1699.t1.cds1	1575	1334.84	2965.0	328.447
g1700.t1.cds1	1335	1094.84	6581.0	888.816
g1702.t1.cds1	1662	1421.84	3450.0	358.789
g1704.t1.cds1	1998	1757.84	4180.0	351.615
g1705.t1.cds1	324	113.964	1187.0	154.011
g1706.t1.cds1	246	639.686	24461.5	5654.4
g1707.t1.cds1	462	228.317	2450.0	158.671
g1708.t1.cds1	2109	1868.84	11182.0	884.743
g1710.t1.cds1	1116	875.836	5562.0	939.025
g1711.t1.cds1	1683	1442.84	21663.0	222.009
g1712.t1.cds1	699	459.069	10140.0	326.61
g1714.t1.cds1	2169	1928.84	10095.0	773.891
g1715.t1.cds1	390	165.228	2311.0	206.816
g1716.t1.cds1	609	369.755	4912.0	196.433
g1717.t1.cds1	1776	1535.84	7783.0	749.327
g1718.t1.cds1	2286	2045.84	4790.0	346.205
g1719.t1.cds1	687	447.114	5006.0	165.555
g1720.t1.cds1	1716	1475.84	9652.0	967.048
g1722.t1.cds1	2499	2258.84	4414.0	288.946
g1723.t1.cds1	1173	932.836	4156.0	658.778
g1724.t1.cds1	1074	833.836	2510.78	445.243
g1725.t1.cds1	810	569.969	10108.0	262.231
g1726.t1.cds1	2700	2459.84	3778.0	227.104
g1727.t1.cds1	1743	1502.84	4371.0	430.069
g1728.t1.cds1	1875	1634.84	8809.0	796.749
g1729.t1.cds1	735	495.02	4760.0	142.185
g1730.t1.cds1	1590	1349.84	5750.0	629.877
g1731.t1.cds1	546	308.072	1000.0	479.973
g1732.t1.cds1	1476	1235.84	3319.0	397.114
g1733.t1.cds1	3543	3302.84	6192.0	277.213
g1735.t1.cds1	1356	1115.84	13961.0	185.006
g1736.t1.cds1	2574	2333.84	13129.0	831.822
g1737.t1.cds1	2436	2195.84	4789.0	322.488
g1738.t1.cds1	804	563.969	4886.0	128.105
g1739.t1.cds1	606	366.792	3128.0	126.1
g1741.t1.cds1	2244	2003.84	5772.0	425.925
g1742.t1.cds1	1341	1100.84	1883.0	252.928
g1743.t1.cds1	2325	2084.84	3586.0	254.336
g1744.t1.cds1	3555	3314.84	4116.0	183.604
g1745.t1.cds1	291	90.54	2217.0	362.071
g1746.t1.cds1	285	86.826	2397.0	408.213
g1747.t1.cds1	1890	1649.84	3061.0	274.342
g1748.t1.cds1	465	231.083	3787.0	242.324
g1749.t1.cds1	1515	1274.84	3557.0	412.571
g1750.t1.cds1	3039	2798.84	5966.0	315.192
g1752.t1.cds1	2379	2138.84	5703.0	394.271
g1753.t1.cds1	645	405.448	5014.0	182.86
g1755.t1.cds1	1332	1091.84	4496.0	608.889
g1756.t1.cds1	1677	1436.84	4848.0	498.913
g1757.t1.cds1	1029	788.836	2194.0	411.262
g1758.t1.cds1	402	175.241	597.0	503.742
g1759.t1.cds1	852	611.91	54849.5	1325.42
g1760.t1.cds1	978	737.91	2966.85	594.512
g1761.t1.cds1	978	737.91	2966.85	594.512
g1762.t1.cds1	978	737.91	2966.85	594.512
g1763.t1.cds1	765	524.969	1467.0	413.205
g1764.t1.cds1	1365	1124.84	2946.0	387.269
g1765.t1.cds1	1293	1052.84	3008.0	422.461
g1767.t1.cds1	2076	1835.84	7978.0	642.583
g1768.t1.cds1	1572	1331.84	11266.0	125.08
g1769.t1.cds1	786	545.969	3377.0	914.602
g1770.t1.cds1	1587	1346.84	24595.0	270.023
g1771.t1.cds1	978	737.91	9689.0	194.153
g1772.t1.cds1	321	111.663	259.19	343.223
g1773.t1.cds1	510	273.351	881.0	476.567
g1776.t1.cds1	1137	896.836	2844.0	468.906
g1777.t1.cds1	1272	1031.84	1905.0	272.994
g1778.t1.cds1	2370	2129.84	6983.0	484.803
g1779.t1.cds1	633	393.488	2498.0	938.706
g1780.t1.cds1	621	381.567	10327.0	400.196
g1782.t1.cds1	543	305.133	4320.0	209.345
g1783.t1.cds1	2145	1904.84	5547.0	430.596
g1784.t1.cds1	1137	896.836	7776.0	128.207
g1785.t1.cds1	1791	1550.84	5570.0	531.078
g1787.t1.cds1	1002	761.836	2711.0	526.183
g1788.t1.cds1	2484	2243.84	4361.0	287.385
g1789.t1.cds1	579	340.324	6066.0	263.559
g1790.t1.cds1	2649	2408.84	8714.0	534.908
g1791.t1.cds1	1092	851.836	2403.0	417.126
g1792.t1.cds1	675	435.114	2175.0	739.137
g1793.t1.cds1	198	416.464	637.0	226.168
g1794.t1.cds1	2010	1769.84	30860.0	257.829
g1795.t1.cds1	1554	1313.84	3765.0	423.734
g1796.t1.cds1	1368	1127.84	6287.0	824.264
g1797.t1.cds1	6321	6080.84	12618.0	306.829
g1798.t1.cds1	420	190.688	2316.0	179.591
g1800.t1.cds1	1488	1247.84	3092.0	366.396
g1801.t1.cds1	2460	2219.84	5807.0	386.812
g1802.t1.cds1	570	331.527	1366.0	609.258
g1803.t1.cds1	1488	1247.84	6341.0	751.397
g1804.t1.cds1	579	340.324	35355.0	1536.13
g1805.t1.cds1	2637	2396.84	6866.0	423.579
g1806.t1.cds1	1494	1253.84	3715.0	438.114
g1807.t1.cds1	705	465.069	5440.0	172.962
g1809.t1.cds1	1194	953.836	2570.0	398.408
g1810.t1.cds1	351	134.34	209.0	230.043
g1811.t1.cds1	2733	2492.84	6679.0	396.175
g1813.t1.cds1	1173	932.836	5823.0	923.019
g1815.t1.cds1	1851	1610.84	5318.0	488.164
g1816.t1.cds1	321	111.663	8545.0	1131.54
g1817.t1.cds1	1629	1388.84	5050.0	537.662
g1818.t1.cds1	1536	1295.84	4401.0	502.193
g1819.t1.cds1	426	195.844	1925.0	145.341
g1821.t1.cds1	1635	1394.84	3993.0	423.297
g1822.t1.cds1	972	731.91	9549.0	192.916
g1824.t1.cds1	1332	1091.84	4031.0	545.914
g1825.t1.cds1	2505	2264.84	3558.0	232.294
g1826.t1.cds1	1323	1082.84	3064.0	418.403
g1827.t1.cds1	711	471.069	2328.0	730.748
g1829.t1.cds1	1338	1097.84	3380.0	455.248
g1831.t1.cds1	1851	1610.84	10584.0	971.555
g1832.t1.cds1	1554	1313.84	3174.21	357.243
g1833.t1.cds1	1470	1229.84	13814.0	166.089
g1834.t1.cds1	975	734.91	3243.0	652.502
g1835.t1.cds1	1692	1451.84	2524.0	257.064
g1836.t1.cds1	381	158.017	3479.0	325.551
g1837.t1.cds1	336	122.952	6170.33	742.063
g1838.t1.cds1	336	122.952	6170.33	742.063
g1839.t1.cds1	336	122.952	6170.33	742.063
g1840.t1.cds1	243	624.365	4923.0	1165.9
g1841.t1.cds1	720	480.069	3077.0	947.748
g1842.t1.cds1	840	599.91	5892.0	145.226
g1843.t1.cds1	738	498.02	4646.0	137.944
g1844.t1.cds1	495	259.101	2423.0	138.278
g1845.t1.cds1	729	489.02	1793.0	542.154
g1848.t1.cds1	747	507.02	3372.0	983.403
g1849.t1.cds1	1128	887.836	2915.0	485.484
g1850.t1.cds1	438	206.368	3392.0	243.042
g1851.t1.cds1	1488	1247.84	3981.0	471.741
g1852.t1.cds1	1212	971.836	5881.0	894.803
g1853.t1.cds1	642	402.448	4975.0	182.79
g1854.t1.cds1	1269	1028.84	6137.0	882.021
g1855.t1.cds1	426	195.844	230.0	173.654
g1858.t1.cds1	2271	2030.84	8701.0	633.524
g1859.t1.cds1	2289	2048.84	7640.0	551.385
g1860.t1.cds1	1308	1067.84	4124.0	571.062
g1861.t1.cds1	2607	2366.84	4161.0	259.955
g1862.t1.cds1	1347	1106.84	3428.0	457.959
g1863.t1.cds1	996	755.836	2310.0	451.912
g1864.t1.cds1	2874	2633.84	13101.0	735.504
g1865.t1.cds1	1599	1358.84	3066.0	333.637
g1866.t1.cds1	3861	3620.84	5376.0	219.543
g1867.t1.cds1	2553	2312.84	6140.0	392.548
g1868.t1.cds1	1314	1073.84	2459.0	338.602
g1870.t1.cds1	480	244.946	3036.0	183.274
g1871.t1.cds1	1395	1154.84	5951.0	761.971
g1872.t1.cds1	1716	1475.84	4896.0	490.538
g1874.t1.cds1	3657	3416.84	9673.0	418.607
g1875.t1.cds1	1116	875.836	3566.0	602.043
g1876.t1.cds1	339	125.192	2871.0	339.099
g1878.t1.cds1	1599	1358.84	14309.6	155.714
g1879.t1.cds1	1188	947.836	3202.07	499.536
g1880.t1.cds1	2661	2420.84	5483.0	334.905
g1881.t1.cds1	1608	1367.84	4347.0	469.921
g1882.t1.cds1	462	228.317	49.0	317.341
g1883.t1.cds1	1224	983.836	2217.0	333.205
g1885.t1.cds1	1713	1472.84	5170.0	519.045
g1886.t1.cds1	2490	2249.84	5761.0	378.631
g1887.t1.cds1	462	228.317	1202.0	778.457
g1888.t1.cds1	1278	1037.84	18389.0	261.998
g1889.t1.cds1	396	170.211	1097.0	952.991
g1890.t1.cds1	1380	1139.84	350.0	454.041
g1892.t1.cds1	927	686.91	2746.0	591.112
g1893.t1.cds1	4047	3806.84	8792.0	341.501
g1894.t1.cds1	336	122.952	10776.0	1295.95
g1896.t1.cds1	498	261.838	1189.0	671.458
g1897.t1.cds1	831	590.91	3128.0	782.734
g1898.t1.cds1	1446	1205.84	3779.0	463.402
g1899.t1.cds1	1731	1490.84	9934.0	985.288
g1900.t1.cds1	1311	1070.84	2080.0	287.217
g1901.t1.cds1	300	963.668	2016.0	309.337
g1902.t1.cds1	12459	12218.8	19960.0	241.546
g1903.t1.cds1	3753	3512.84	6090.0	256.347
g1904.t1.cds1	657	417.284	6170.0	218.636
g1905.t1.cds1	966	725.91	3560.0	725.164
g1906.t1.cds1	693	453.114	2295.0	748.934
g1907.t1.cds1	909	668.91	7750.0	171.318
g1908.t1.cds1	954	713.91	3067.0	635.242
g1909.t1.cds1	606	366.792	1760.0	709.516
g1913.t1.cds1	462	228.317	2713.0	175.703
g1914.t1.cds1	447	214.334	3498.0	241.322
g1915.t1.cds1	252	672.218	758.0	166.735
g1916.t1.cds1	348	132.018	3970.0	444.657
g1918.t1.cds1	993	752.836	3444.0	676.444
g1920.t1.cds1	2385	2144.84	11849.0	816.877
g1922.t1.cds1	1185	944.836	1605.0	251.181
g1923.t1.cds1	741	501.02	4938.0	145.735
g1924.t1.cds1	567	328.56	2207.0	993.246
g1925.t1.cds1	1239	998.836	4064.0	601.629
g1926.t1.cds1	1062	821.836	5195.0	934.694
g1927.t1.cds1	2418	2177.84	69734.9	473.472
g1928.t1.cds1	1959	1718.84	1890.12	162.601
g1929.t1.cds1	1824	1583.84	6814.0	636.152
g1930.t1.cds1	1308	1067.84	5739.0	794.695
g1931.t1.cds1	1479	1238.84	3913.0	467.052
g1933.t1.cds1	822	581.969	8978.0	228.112
g1934.t1.cds1	1788	1547.84	4792.33	457.816
g1935.t1.cds1	1179	938.836	4470.0	704.023
g1936.t1.cds1	1221	980.836	3860.67	582.016
g1937.t1.cds1	1599	1358.84	4408.0	479.671
g1938.t1.cds1	1407	1166.84	2969.0	376.244
g1939.t1.cds1	1602	1361.84	8106.0	880.138
g1940.t1.cds1	387	162.878	12304.0	1117.0
g1941.t1.cds1	1674	1433.84	5290.43	545.583
g1943.t1.cds1	1185	944.836	22882.0	358.102
g1944.t1.cds1	948	707.91	3568.0	745.274
g1945.t1.cds1	708	468.069	2638.0	833.363
g1946.t1.cds1	999	758.836	115.0	224.088
g1947.t1.cds1	1497	1256.84	7393.0	869.783
g1948.t1.cds1	1503	1262.84	15229.0	178.317
g1949.t1.cds1	1107	866.836	4837.0	825.103
g1950.t1.cds1	1389	1148.84	5893.0	758.486
g1951.t1.cds1	828	587.91	6926.0	174.197
g1952.t1.cds1	426	195.844	1097.0	828.255
g1953.t1.cds1	1008	767.836	3523.0	678.443
g1954.t1.cds1	1347	1106.84	4840.0	646.593
g1955.t1.cds1	330	118.386	1567.0	195.72
g1957.t1.cds1	588	349.152	76.0	321.861
g1958.t1.cds1	888	647.91	2453.0	559.824
g1959.t1.cds1	2262	2021.84	4561.0	333.567
g1960.t1.cds1	873	632.91	7860.0	183.632
g1961.t1.cds1	3099	2858.84	5153.0	266.526
g1962.t1.cds1	3159	2918.84	12583.0	637.446
g1963.t1.cds1	330	118.386	1838.0	229.569
g1964.t1.cds1	1011	770.836	4684.0	898.512
g1965.t1.cds1	2484	2243.84	4810.0	316.974
g1967.t1.cds1	4143	3902.84	12507.0	473.851
g1968.t1.cds1	831	590.91	1265.0	316.547
g1969.t1.cds1	2442	2201.84	6419.0	431.074
g1970.t1.cds1	4938	4697.84	12055.0	379.436
g1971.t1.cds1	1908	1667.84	5437.0	482.031
g1972.t1.cds1	1323	1082.84	12077.0	164.917
g1973.t1.cds1	1203	962.836	4462.0	685.246
g1974.t1.cds1	2616	2375.84	6790.0	422.593
g1975.t1.cds1	1110	869.836	3450.5	586.562
g1976.t1.cds1	1110	869.836	3450.5	586.562
g1977.t1.cds1	1989	1748.84	2886.0	244.015
g1978.t1.cds1	1767	1526.84	4097.0	396.773
g1979.t1.cds1	2127	1886.84	7431.0	582.347
g1980.t1.cds1	498	261.838	42020.6	2373.0
g1981.t1.cds1	540	302.195	1920.0	939.472
g1982.t1.cds1	957	716.91	4150.0	855.958
g1983.t1.cds1	849	608.91	2084.0	506.073
g1984.t1.cds1	2817	2576.84	9523.0	546.457
g1985.t1.cds1	657	417.284	1840.0	652.011
g1987.t1.cds1	969	728.91	4509.0	914.693
g1988.t1.cds1	1014	773.836	10192.0	194.751
g1989.t1.cds1	798	557.969	26683.0	707.121
g1990.t1.cds1	429	198.476	4415.0	328.92
g1991.t1.cds1	1332	1091.84	12461.0	168.758
g1993.t1.cds1	873	632.91	7065.0	165.059
g1994.t1.cds1	627	387.567	2321.0	885.518
g1996.t1.cds1	840	599.91	6131.0	151.117
g1997.t1.cds1	1146	905.836	19320.0	315.374
g1999.t1.cds1	498	261.838	4654.0	262.823
g2000.t1.cds1	534	296.436	3356.0	167.402
g2002.t1.cds1	2475	2234.84	6557.0	433.839
g2004.t1.cds1	840	599.91	7637.0	188.237
g2006.t1.cds1	744	504.02	1899.0	557.117
g2007.t1.cds1	1938	1697.84	15103.0	131.534
g2008.t1.cds1	2343	2102.84	7692.0	540.882
g2009.t1.cds1	1260	1019.84	4298.0	623.168
g2011.t1.cds1	480	244.946	2226.94	134.434
g2012.t1.cds1	480	244.946	3448.06	208.149
g2013.t1.cds1	1485	1244.84	17911.9	212.765
g2015.t1.cds1	1539	1298.84	6320.0	719.502
g2016.t1.cds1	2091	1850.84	11420.0	912.362
g2017.t1.cds1	1536	1295.84	3519.0	401.549
g2018.t1.cds1	1845	1604.84	5329.0	491.003
g2019.t1.cds1	1611	1370.84	2165.0	233.529
g2020.t1.cds1	1257	1016.84	23250.0	338.097
g2021.t1.cds1	1521	1280.84	2288.0	264.138
g2022.t1.cds1	1659	1418.84	6741.0	702.524
g2023.t1.cds1	414	185.572	1633.0	130.12
g2024.t1.cds1	891	650.91	5616.0	127.578
g2025.t1.cds1	2115	1874.84	9863.0	777.884
g2026.t1.cds1	1587	1346.84	6159.0	676.183
g2027.t1.cds1	3747	3506.84	9174.0	386.823
g2028.t1.cds1	1419	1178.84	14598.0	183.109
g2029.t1.cds1	4413	4172.84	8069.0	285.928
g2030.t1.cds1	1677	1436.84	5579.0	574.141
g2031.t1.cds1	291	90.54	2453.0	400.614
g2033.t1.cds1	1617	1376.84	4986.0	535.475
g2034.t1.cds1	13023	12782.8	20038.0	231.791
g2035.t1.cds1	2013	1772.84	959.0	799.869
g2036.t1.cds1	486	250.669	8181.0	482.586
g2037.t1.cds1	273	793.304	1376.0	256.477
g2038.t1.cds1	420	190.688	2585.0	200.45
g2039.t1.cds1	1362	1121.84	2378.0	313.438
g2040.t1.cds1	594	355.081	25944.0	1080.38
g2041.t1.cds1	1935	1694.84	7777.0	678.506
g2042.t1.cds1	435	203.686	3590.0	260.617
g2043.t1.cds1	2706	2465.84	4836.0	289.995
g2044.t1.cds1	1374	1133.84	6725.0	877.023
g2045.t1.cds1	759	518.969	4780.0	136.193
g2046.t1.cds1	2103	1862.84	3823.0	303.458
g2047.t1.cds1	402	175.241	5608.0	473.197
g2048.t1.cds1	2772	2531.84	3910.0	228.355
g2049.t1.cds1	894	653.91	3623.0	819.255
g2051.t1.cds1	1596	1355.84	5046.0	550.312
g2052.t1.cds1	963	722.91	3289.0	672.742
g2054.t1.cds1	2037	1796.84	3127.0	257.329
g2055.t1.cds1	621	381.567	7629.0	295.642
g2056.t1.cds1	1134	893.836	5997.0	992.077
g2058.t1.cds1	2625	2384.84	8058.0	499.618
g2059.t1.cds1	1098	857.836	2218.0	382.319
g2060.t1.cds1	687	447.114	9009.0	297.939
g2061.t1.cds1	435	203.686	5771.0	418.947
g2062.t1.cds1	942	701.91	3295.0	694.133
g2063.t1.cds1	2154	1913.84	10928.0	844.316
g2064.t1.cds1	375	153.402	2949.0	284.257
g2065.t1.cds1	429	198.476	3356.0	250.024
g2066.t1.cds1	285	86.826	2014.0	342.988
g2067.t1.cds1	1242	1001.84	3167.0	467.434
g2068.t1.cds1	1605	1364.84	11869.0	128.589
g2069.t1.cds1	1593	1352.84	4467.0	488.247
g2070.t1.cds1	1068	827.836	4781.0	853.972
g2071.t1.cds1	258	705.532	4288.0	898.684
g2072.t1.cds1	1950	1709.84	1643.0	142.086
g2073.t1.cds1	2019	1778.84	4334.0	360.265
g2075.t1.cds1	2394	2153.84	4396.0	301.796
g2076.t1.cds1	900	659.91	8056.0	180.511
g2079.t1.cds1	1770	1529.84	3102.0	299.824
g2080.t1.cds1	1491	1250.84	4655.0	550.286
g2081.t1.cds1	861	620.91	12600.5	300.073
g2082.t1.cds1	996	755.836	41217.0	806.339
g2084.t1.cds1	996	755.836	41217.0	806.339
g2085.t1.cds1	1371	1130.84	3016.0	394.367
g2086.t1.cds1	1500	1259.84	2292.0	269.011
g2087.t1.cds1	1365	1124.84	4805.0	631.645
g2088.t1.cds1	1473	1232.84	6080.0	729.235
g2089.t1.cds1	558	319.819	1731.0	800.316
