target_id	length	eff_length	est_counts	tpm
g2368.t1.cds1	1572	1331.84	1842	204.507
g2369.t1.cds1	2136	1895.84	4327	337.486
g2370.t1.cds1	1032	791.836	2392	446.678
g2371.t1.cds1	2031	1790.84	3848	317.723
g2372.t1.cds1	618	378.643	1613	629.903
g2373.t1.cds1	309	102.77	429	617.246
g2374.t1.cds1	1281	1040.84	2913	413.835
g2375.t1.cds1	4608	4367.84	4320	146.247
g2376.t1.cds1	603	363.865	1306	530.728
g2377.t1.cds1	552	313.947	2464	116.052
g2378.t1.cds1	2502	2261.84	3655	238.944
g2379.t1.cds1	1035	794.836	2030	377.648
g2380.t1.cds1	1635	1394.84	1305	138.343
g2381.t1.cds1	2763	2522.84	3755	220.085
g2382.t1.cds1	468	233.87	27298	1725.94
g2383.t1.cds1	840	599.91	10499	258.78
g2384.t1.cds1	4425	4184.84	3414	12.063
g2385.t1.cds1	1065	824.836	2835	508.223
g2386.t1.cds1	738	498.02	795	236.042
g2387.t1.cds1	1290	1049.84	1441	202.961
g2388.t1.cds1	1260	1019.84	2037	295.345
g2389.t1.cds1	822	581.969	2381	604.963
g2390.t1.cds1	2865	2624.84	2679	150.917
g2391.t1.cds1	2394	2153.84	4403	302.277
g2392.t1.cds1	507	270.379	10824.6	591.982
g2393.t1.cds1	2229	1988.84	4153	308.768
g2394.t1.cds1	1854	1613.84	3372	308.956
g2395.t1.cds1	813	572.969	19913	513.896
g2396.t1.cds1	354	136.791	750	810.721
g2397.t1.cds1	1869	1628.84	3804	345.328
g2398.t1.cds1	1218	977.836	2857	432.029
g2399.t1.cds1	1143	902.836	2125	348.032
g2400.t1.cds1	855	614.91	0	0
g2401.t1.cds1	333	120.604	1182.27	144.952
g2402.t1.cds1	528	290.671	166.201	845.476
g2403.t1.cds1	255	688.746	507	108.847
g2404.t1.cds1	1464	1223.84	6510	786.551
g2405.t1.cds1	1821	1580.84	3413.68	319.304
g2406.t1.cds1	498	261.838	523	295.351
g2407.t1.cds1	561	322.691	513.757	235.418
g2408.t1.cds1	651	411.325	1547	556.127
g2409.t1.cds1	2766	2525.84	1948.13	114.047
g2410.t1.cds1	990	749.836	3285.14	647.823
g2411.t1.cds1	939	698.91	579.747	0.122655
g2412.t1.cds1	765	524.969	9309	262.204
g2413.t1.cds1	1374	1133.84	3276	427.231
g2414.t1.cds1	1152	911.836	2871	465.571
g2415.t1.cds1	4431	4190.84	7460	263.213
g2416.t1.cds1	1410	1169.84	484	611.772
g2417.t1.cds1	993	752.836	5403	106.122
g2418.t1.cds1	14325	14084.8	6758	709.472
g2419.t1.cds1	1983	1742.84	4675	396.638
g2420.t1.cds1	1698	1457.84	708	718.114
g2421.t1.cds1	1014	773.836	1388	265.222
g2422.t1.cds1	888	647.91	2672	609.805
g2423.t1.cds1	10689	10448.8	3548.68	502.189
g2424.t1.cds1	780	539.969	115	314.919
g2425.t1.cds1	420	190.688	393	304.746
g2426.t1.cds1	1176	935.836	2483	392.325
g2427.t1.cds1	9909	9668.84	15096.3	230.868
g2428.t1.cds1	984	743.836	4186	83.213
g2429.t1.cds1	1944	1703.84	6357	551.688
g2430.t1.cds1	738	498.02	609	180.817
g2431.t1.cds1	3987	3746.84	2469	974.373
g2432.t1.cds1	519	281.988	663.667	348.007
g2433.t1.cds1	1341	1100.84	798.187	0.107214
g2434.t1.cds1	711	471.069	6384.08	200.393
g2435.t1.cds1	792	551.969	3885	104.075
g2436.t1.cds1	612	372.718	8669	343.92
g2437.t1.cds1	513	276.24	8359	447.441
g2438.t1.cds1	900	659.91	3317	743.241
g2439.t1.cds1	1923	1682.84	10339	90.846
g2440.t1.cds1	564	325.625	2204	100.083
g2441.t1.cds1	825	584.969	3131	791.443
g2442.t1.cds1	759	518.969	4461	127.104
g2443.t1.cds1	852	611.91	1223.3	295.607
g2444.t1.cds1	528	290.671	4441	225.917
g2445.t1.cds1	1782	1541.84	1029.54	987.353
g2446.t1.cds1	882	641.91	1814	417.861
g2447.t1.cds1	819	578.969	5721	146.112
g2448.t1.cds1	3234	2993.84	5149	25.431
g2449.t1.cds1	2880	2639.84	8830	494.599
g2450.t1.cds1	981	740.91	1258	251.064
g2451.t1.cds1	2580	2339.84	5819	367.732
g2452.t1.cds1	1734	1493.84	3985	394.452
g2453.t1.cds1	351	134.34	2496	274.731
g2454.t1.cds1	408	180.34	2077	170.299
g2455.t1.cds1	978	737.91	19493	390.611
g2456.t1.cds1	1848	1607.84	9452.26	869.286
g2457.t1.cds1	1050	809.836	2092.62	382.087
g2458.t1.cds1	1296	1055.84	2496	349.556
g2459.t1.cds1	2703	2462.84	5021	301.456
g2460.t1.cds1	885	644.91	6273	143.829
g2461.t1.cds1	1611	1370.84	10134	109.311
g2462.t1.cds1	3660	3419.84	1834	792.982
g2463.t1.cds1	1032	791.836	1414	264.048
g2464.t1.cds1	393	167.731	4391	387.096
g2465.t1.cds1	1659	1418.84	2094	21.823
g2466.t1.cds1	1515	1274.84	2173	252.043
g2467.t1.cds1	684	444.114	4002	133.245
g2468.t1.cds1	1257	1016.84	6210	903.046
g2469.t1.cds1	846	605.91	1905	464.896
g2470.t1.cds1	1509	1268.84	6249	728.239
g2471.t1.cds1	4443	4202.84	5703	200.646
g2472.t1.cds1	549	310.978	1519	722.265
g2473.t1.cds1	399	172.738	2200	188.323
g2474.t1.cds1	615	375.68	3473	136.696
g2475.t1.cds1	234	579.894	1727	440.365
g2476.t1.cds1	1905	1664.84	8586.12	762.596
g2477.t1.cds1	729	489.02	3394	102.625
g2478.t1.cds1	1509	1268.84	3788	441.442
g2479.t1.cds1	1530	1289.84	5457	625.588
g2480.t1.cds1	642	402.448	1727	634.529
g2481.t1.cds1	5796	5555.84	7676	204.294
g2482.t1.cds1	1821	1580.84	4720	441.493
g2483.t1.cds1	399	172.738	3769	322.631
g2484.t1.cds1	561	322.691	4778	218.942
g2485.t1.cds1	2760	2519.84	9124	535.405
g2486.t1.cds1	2316	2075.84	7827	557.534
g2487.t1.cds1	5145	4904.84	8084	243.709
g2488.t1.cds1	642	402.448	2380	874.452
g2489.t1.cds1	1941	1700.84	4298	373.657
g2490.t1.cds1	1431	1190.84	28655	355.809
g2491.t1.cds1	1218	977.836	1941	293.514
g2492.t1.cds1	858	617.91	2359	56.451
g2493.t1.cds1	897	656.91	5772	129.924
g2494.t1.cds1	3120	2879.84	5754	295.441
g2495.t1.cds1	1131	890.836	2043	339.109
g2496.t1.cds1	588	349.152	2051	868.601
g2497.t1.cds1	1701	1460.84	2710	274.307
g2498.t1.cds1	1242	1001.84	13142	193.97
g2499.t1.cds1	342	127.481	946	109.727
g2500.t1.cds1	1200	959.836	2949	454.304
g2501.t1.cds1	741	501.02	4529	133.665
g2502.t1.cds1	1818	1577.84	6218	582.717
g2503.t1.cds1	1173	932.836	1754	278.031
g2504.t1.cds1	1638	1397.84	4627	489.454
g2505.t1.cds1	651	411.325	1092	39.256
g2506.t1.cds1	3885	3644.84	6136	24.893
g2507.t1.cds1	2016	1775.84	3462	288.266
g2508.t1.cds1	1884	1643.84	2904.33	26.125
g2509.t1.cds1	2661	2420.84	3627.67	221.581
g2510.t1.cds1	756	515.969	9058	259.584
g2511.t1.cds1	336	122.952	1981	238.241
g2512.t1.cds1	1542	1301.84	4668	530.205
g2513.t1.cds1	2838	2597.84	10024	570.556
g2514.t1.cds1	1398	1157.84	4753	607.002
g2515.t1.cds1	2877	2636.84	4542	254.702
g2516.t1.cds1	2409	2168.84	6801	463.677
g2517.t1.cds1	1455	1214.84	3570	43.453
g2518.t1.cds1	1749	1508.84	3715	364.071
g2519.t1.cds1	1500	1259.84	3189	374.291
g2520.t1.cds1	2070	1829.84	7752	626.427
g2521.t1.cds1	1416	1175.84	8261.9	103.897
g2522.t1.cds1	2565	2324.84	2863	182.095
g2523.t1.cds1	3003	2762.84	6757	361.633
g2524.t1.cds1	1020	779.836	2538	481.235
g2525.t1.cds1	1386	1145.84	3025	390.366
g2526.t1.cds1	738	498.02	3223	956.935
g2527.t1.cds1	2937	2696.84	2824	154.839
g2528.t1.cds1	1038	797.836	1677	310.805
g2529.t1.cds1	648	408.448	2753	996.639
g2530.t1.cds1	1257	1016.84	4365	634.749
g2531.t1.cds1	480	244.946	2975	179.592
g2532.t1.cds1	1668	1427.84	4503	466.329
g2533.t1.cds1	4197	3956.84	5608	20.957
g2534.t1.cds1	510	273.351	1792	969.362
g2535.t1.cds1	987	746.836	2226	440.726
g2536.t1.cds1	1488	1247.84	4401	52.151
g2537.t1.cds1	3828	3587.84	6950	286.432
g2538.t1.cds1	2058	1817.84	3469	282.175
g2539.t1.cds1	789	548.969	4760	128.212
g2540.t1.cds1	1152	911.836	4223	684.815
g2541.t1.cds1	5604	5363.84	12986	357.988
g2542.t1.cds1	831	590.91	3076	769.722
g2543.t1.cds1	6126	5885.84	8416	21.143
g2544.t1.cds1	966	725.91	4609	938.843
g2545.t1.cds1	1038	797.836	53834.3	997.733
g2546.t1.cds1	366	146.057	173.661	0.175812
g2547.t1.cds1	1401	1160.84	11159	142.142
g2548.t1.cds1	1389	1148.84	3700	476.226
g2549.t1.cds1	2007	1766.84	4394	367.733
g2550.t1.cds1	1068	827.836	5107	912.201
g2551.t1.cds1	1716	1475.84	5087	509.674
g2552.t1.cds1	456	222.732	27452	1822.47
g2553.t1.cds1	2415	2174.84	11774	80.051
g2554.t1.cds1	2298	2057.84	5752	413.311
g2555.t1.cds1	1224	983.836	7900	118.734
g2556.t1.cds1	1056	815.836	3600	652.482
g2557.t1.cds1	669	429.158	11700	403.124
g2558.t1.cds1	2463	2222.84	7483	49.778
g2559.t1.cds1	738	498.02	3638	108.015
g2560.t1.cds1	2763	2522.84	6372	37.347
g2561.t1.cds1	1689	1448.84	2461	251.166
g2562.t1.cds1	471	236.606	2584	161.486
g2563.t1.cds1	252	672.218	5103	1122.5
g2564.t1.cds1	471	236.606	14866	929.046
g2565.t1.cds1	519	281.988	715	374.925
g2566.t1.cds1	1269	1028.84	8452	121.474
g2567.t1.cds1	1323	1082.84	2733	373.204
g2568.t1.cds1	903	662.91	3049	680.098
g2569.t1.cds1	1584	1343.84	3923	431.659
g2570.t1.cds1	1248	1007.84	8511	124.87
g2571.t1.cds1	840	599.91	1914	471.764
g2572.t1.cds1	396	170.211	1835	159.411
g2573.t1.cds1	1602	1361.84	4586	497.941
g2574.t1.cds1	2139	1898.84	8705	677.876
g2575.t1.cds1	1635	1394.84	8381	888.468
g2576.t1.cds1	840	599.91	4893	120.603
g2577.t1.cds1	966	725.91	6455	131.487
g2578.t1.cds1	1209	968.836	4696	716.716
g2579.t1.cds1	240	609.262	3175	770.565
g2580.t1.cds1	429	198.476	2964	220.82
g2581.t1.cds1	399	172.738	2525	216.143
g2582.t1.cds1	2013	1772.84	22662	189.016
g2583.t1.cds1	1185	944.836	2971	46.496
g2584.t1.cds1	657	417.284	4009	142.06
g2585.t1.cds1	543	305.133	2799	135.638
g2586.t1.cds1	1002	761.836	4345	843.329
g2587.t1.cds1	1119	878.836	4022	676.711
g2588.t1.cds1	1392	1151.84	6555	841.494
g2589.t1.cds1	1836	1595.84	6129	567.898
g2590.t1.cds1	528	290.671	3048	155.054
g2591.t1.cds1	4062	3821.84	6987	270.326
g2592.t1.cds1	678	438.114	3238	109.284
g2593.t1.cds1	447	214.334	26367	1819.03
g2594.t1.cds1	312	104.792	1158	163.399
g2595.t1.cds1	2991	2750.84	11611	624.128
g2596.t1.cds1	966	725.91	2678	545.502
g2597.t1.cds1	948	707.91	3878	810.026
g2598.t1.cds1	4881	4640.84	9911	315.784
g2599.t1.cds1	1746	1505.84	6900	677.549
g2600.t1.cds1	732	492.02	18451	554.506
g2601.t1.cds1	1278	1037.84	5643	803.989
g2602.t1.cds1	279	830.291	4599	819.034
g2603.t1.cds1	1422	1181.84	10564	132.172
g2604.t1.cds1	1539	1298.84	5126	58.357
g2605.t1.cds1	2688	2447.84	2262	13.664
g2606.t1.cds1	1698	1457.84	5362	54.386
g2607.t1.cds1	2490	2249.84	4035	265.193
g2608.t1.cds1	1461	1220.84	14393	174.326
g2609.t1.cds1	819	578.969	6580	168.051
g2610.t1.cds1	1305	1064.84	1686	234.123
g2611.t1.cds1	501	264.758	31529	1760.88
g2612.t1.cds1	1752	1511.84	11736	114.785
g2613.t1.cds1	843	602.91	3744	918.232
g2614.t1.cds1	1878	1637.84	3714	335.305
g2615.t1.cds1	342	127.481	2553	296.124
g2616.t1.cds1	1221	980.836	274.001	0.413072
g2617.t1.cds1	1290	1049.84	29869.6	420.705
g2618.t1.cds1	1290	1049.84	29869.6	420.705
g2619.t1.cds1	342	127.481	10059.3	1166.79
g2620.t1.cds1	234	579.894	2985	761.14
g2621.t1.cds1	471	236.606	2974	185.859
g2622.t1.cds1	1263	1022.84	4560	659.216
g2623.t1.cds1	1263	1022.84	5105	738.004
g2624.t1.cds1	498	261.838	3565	201.324
g2625.t1.cds1	753	513.02	5384	155.181
g2626.t1.cds1	1440	1199.84	7356	906.544
g2627.t1.cds1	1155	914.836	5236	846.302
g2628.t1.cds1	948	707.91	3479	726.684
g2629.t1.cds1	2130	1889.84	9303	727.894
g2630.t1.cds1	1077	836.836	4459	787.891
g2631.t1.cds1	324	113.964	3175	411.95
g2632.t1.cds1	1254	1013.84	7664	111.778
g2633.t1.cds1	1599	1358.84	4685	509.814
g2634.t1.cds1	1338	1097.84	3811	513.299
g2635.t1.cds1	2799	2558.84	6815	393.815
g2636.t1.cds1	3237	2996.84	5960	294.071
g2637.t1.cds1	6504	6263.84	11415	269.466
g2638.t1.cds1	1383	1142.84	7348	950.724
g2639.t1.cds1	531	293.465	747	376.386
g2640.t1.cds1	720	480.069	4607	141.9
g2641.t1.cds1	297	944.698	1800	281.74
g2642.t1.cds1	999	758.836	2003	390.303
g2643.t1.cds1	483	247.846	1713	102.199
g2644.t1.cds1	537	299.346	2036	100.571
g2645.t1.cds1	462	228.317	2847	184.382
g2646.t1.cds1	864	623.91	6671	158.102
g2647.t1.cds1	2286	2045.84	8109	586.092
g2648.t1.cds1	1989	1748.84	7644	64.631
g2649.t1.cds1	1422	1181.84	7855	982.784
g2650.t1.cds1	1128	887.836	40893	681.06
g2651.t1.cds1	1227	986.836	4334	649.401
g2652.t1.cds1	1377	1136.84	8943	116.32
g2653.t1.cds1	351	134.34	1314	144.63
g2654.t1.cds1	2727	2486.84	6598	392.314
g2655.t1.cds1	1050	809.836	820.926	149.891
g2656.t1.cds1	1737	1496.84	5153.2	509.063
g2657.t1.cds1	1173	932.836	2625.75	416.215
g2658.t1.cds1	1740	1499.84	600.007	591.537
g2659.t1.cds1	2202	1961.84	3785	285.281
g2660.t1.cds1	2334	2093.84	4140	292.366
g2661.t1.cds1	690	450.114	1750	574.889
g2662.t1.cds1	3678	3437.84	3221	13.854
g2663.t1.cds1	1188	947.836	4504	702.642
g2664.t1.cds1	420	190.688	1031	799.473
g2665.t1.cds1	1566	1325.84	1973	220.042
g2666.t1.cds1	1899	1658.84	3157.33	28.144
g2667.t1.cds1	6951	6710.84	1393.94	30.714
g2668.t1.cds1	1590	1349.84	862.728	945.066
g2669.t1.cds1	1806	1565.84	17753	167.647
g2670.t1.cds1	1839	1598.84	9843	910.317
g2671.t1.cds1	366	146.057	20224.8	2047.53
g2672.t1.cds1	1137	896.836	2159	355.966
g2673.t1.cds1	1491	1250.84	9076	107.291
g2674.t1.cds1	1209	968.836	10198	155.644
g2675.t1.cds1	399	172.738	34559	2958.3
g2676.t1.cds1	1143	902.836	3804	623.018
g2677.t1.cds1	2244	2003.84	4830	356.413
g2678.t1.cds1	1416	1175.84	7208	906.436
g2679.t1.cds1	1014	773.836	1500	286.623
g2680.t1.cds1	5154	4913.84	6319	19.015
g2681.t1.cds1	1122	881.836	3475	582.688
g2682.t1.cds1	909	668.91	3213	710.251
g2683.t1.cds1	888	647.91	3950	90.147
g2684.t1.cds1	1929	1688.84	6799	595.287
g2685.t1.cds1	1050	809.836	1872	341.804
g2686.t1.cds1	1857	1616.84	6339	579.727
g2687.t1.cds1	1161	920.836	4257	683.582
g2688.t1.cds1	4296	4055.84	7793	284.114
g2689.t1.cds1	1317	1076.84	3061	420.323
g2690.t1.cds1	1512	1271.84	3129	363.784
g2691.t1.cds1	489	253.438	4623	269.725
g2692.t1.cds1	2991	2750.84	6646	357.244
g2693.t1.cds1	375	153.402	1402	135.14
g2694.t1.cds1	966	725.91	1297	264.196
g2695.t1.cds1	1173	932.836	4244	672.727
g2696.t1.cds1	957	716.91	1208	249.156
g2697.t1.cds1	1626	1385.84	5090	543.094
g2698.t1.cds1	861	620.91	7883	187.729
g2699.t1.cds1	1287	1046.84	3527	498.191
g2700.t1.cds1	855	614.91	3572	858.952
g2701.t1.cds1	828	587.91	1550	389.843
g2702.t1.cds1	2736	2495.84	4058	240.417
g2703.t1.cds1	924	683.91	6836	147.799
g2704.t1.cds1	1050	809.836	5106	932.294
g2705.t1.cds1	2193	1952.84	2718	205.803
g2706.t1.cds1	1164	923.836	662	105.958
g2707.t1.cds1	858	617.91	998	238.822
g2708.t1.cds1	342	127.481	109	12.643
g2709.t1.cds1	855	614.91	3741	899.591
g2710.t1.cds1	285	86.826	1805	307.395
g2711.t1.cds1	621	381.567	3360	130.208
g2712.t1.cds1	1650	1409.84	2203	231.055
g2713.t1.cds1	2151	1910.84	6892	533.324
g2714.t1.cds1	3348	3107.84	3120	148.445
g2715.t1.cds1	618	378.643	2423	946.221
g2716.t1.cds1	2871	2630.84	4210	236.623
g2717.t1.cds1	609	369.755	2659	106.334
g2718.t1.cds1	1005	764.836	1505	290.963
g2719.t1.cds1	270	775.059	332	633.392
g2720.t1.cds1	402	175.241	515	434.551
g2721.t1.cds1	1962	1721.84	632	542.743
g2722.t1.cds1	3210	2969.84	13632	678.729
g2723.t1.cds1	393	167.731	4301	379.162
g2724.t1.cds1	816	575.969	3935	101.022
g2725.t1.cds1	1488	1247.84	3107	368.174
g2726.t1.cds1	3228	2987.84	3139	155.347
g2727.t1.cds1	681	441.114	1165	39.052
g2728.t1.cds1	2487	2246.84	3646	239.946
g2729.t1.cds1	486	250.669	597	352.162
g2730.t1.cds1	801	560.969	1283	338.187
g2731.t1.cds1	1113	872.836	2548	431.654
g2732.t1.cds1	339	125.192	1289	152.246
g2733.t1.cds1	267	759.213	11157	2172.97
g2734.t1.cds1	267	759.213	11157	2172.97
g2735.t1.cds1	267	759.213	11157	2172.97
g2736.t1.cds1	1593	1352.84	2972	324.842
g2737.t1.cds1	621	381.567	5718	221.586
g2738.t1.cds1	579	340.324	4853	210.856
g2739.t1.cds1	861	620.91	5281	125.764
g2740.t1.cds1	558	319.819	9296	429.794
g2741.t1.cds1	2052	1811.84	5031	410.586
g2742.t1.cds1	351	134.34	1329	146.281
g2743.t1.cds1	678	438.114	2436.43	822.309
g2744.t1.cds1	1005	764.836	5165	998.553
g2745.t1.cds1	711	471.069	3387	106.316
g2746.t1.cds1	957	716.91	6556	135.221
g2747.t1.cds1	1893	1652.84	5832	521.743
g2748.t1.cds1	288	886.326	1077	179.677
g2749.t1.cds1	1185	944.836	1995	312.216
g2750.t1.cds1	1296	1055.84	8553	119.782
g2751.t1.cds1	1143	902.836	1187	194.407
g2752.t1.cds1	1755	1514.84	4000	390.448
g2753.t1.cds1	651	411.325	3820	137.324
g2754.t1.cds1	621	381.567	5709.11	221.242
g2755.t1.cds1	1728	1487.84	6797	675.509
g2756.t1.cds1	1761	1520.84	7124	692.645
g2757.t1.cds1	705	465.069	4147	131.852
g2758.t1.cds1	1383	1142.84	3166	409.634
g2759.t1.cds1	1824	1583.84	4798	447.939
g2760.t1.cds1	2172	1931.84	4689	358.905
g2761.t1.cds1	525	287.787	4413	226.742
g2762.t1.cds1	1602	1361.84	3761	408.364
g2763.t1.cds1	7908	7667.84	8887	171.377
g2764.t1.cds1	798	557.969	3771	999.346
g2765.t1.cds1	972	731.91	5187	104.792
g2766.t1.cds1	1989	1748.84	7322	619.084
g2767.t1.cds1	282	849.155	4512	785.69
g2768.t1.cds1	882	641.91	4430	102.047
g2769.t1.cds1	1938	1697.84	5660	492.935
g2770.t1.cds1	765	524.969	2220	62.53
g2771.t1.cds1	696	456.069	6345	205.717
g2772.t1.cds1	669	429.158	1606	553.347
g2773.t1.cds1	861	620.91	2459	585.597
g2774.t1.cds1	1722	1481.84	976	97.391
g2775.t1.cds1	1224	983.836	3746	563.007
g2776.t1.cds1	1230	989.836	2737	408.866
g2777.t1.cds1	792	551.969	1027	275.122
g2778.t1.cds1	2268	2027.84	4588	334.549
g2779.t1.cds1	1083	842.836	3070	538.597
g2780.t1.cds1	1110	869.836	1761	299.358
g2781.t1.cds1	1338	1097.84	2224	299.548
g2782.t1.cds1	1662	1421.84	7757	806.702
g2783.t1.cds1	594	355.081	3667	152.705
g2784.t1.cds1	1581	1340.84	5474	603.668
g2785.t1.cds1	807	566.969	4655	121.403
g2786.t1.cds1	7185	6944.84	11169	237.805
g2787.t1.cds1	519	281.988	2915	152.854
g2788.t1.cds1	435	203.686	1405	101.996
g2789.t1.cds1	2037	1796.84	4311	354.763
g2790.t1.cds1	1428	1187.84	6390	795.451
g2791.t1.cds1	3978	3737.84	1601	633.345
g2792.t1.cds1	1962	1721.84	1430	122.804
g2793.t1.cds1	1017	776.836	7965	151.609
g2794.t1.cds1	1767	1526.84	9516	921.576
g2795.t1.cds1	672	432.114	3542	121.205
g2796.t1.cds1	4308	4067.84	9014	32.766
g2797.t1.cds1	1623	1382.84	4531	484.498
g2798.t1.cds1	1623	1382.84	6364	680.501
g2799.t1.cds1	780	539.969	1625	444.994
g2800.t1.cds1	1284	1043.84	6107	865.097
g2801.t1.cds1	570	331.527	2822	125.866
g2802.t1.cds1	1602	1361.84	3580	388.711
g2803.t1.cds1	1392	1151.84	4711	604.772
g2804.t1.cds1	822	581.969	3883	98.659
g2805.t1.cds1	2526	2285.84	6292	407.017
g2806.t1.cds1	2148	1907.84	4823	373.805
g2807.t1.cds1	2406	2165.84	6339	432.777
g2808.t1.cds1	822	581.969	5662	143.86
g2809.t1.cds1	1134	893.836	2456	406.293
g2810.t1.cds1	1029	788.836	3038	569.469
g2811.t1.cds1	753	513.02	4103	118.26
g2812.t1.cds1	1878	1637.84	5133	463.415
g2813.t1.cds1	2112	1871.84	9145	722.412
g2814.t1.cds1	822	581.969	4260	108.238
g2815.t1.cds1	3099	2858.84	8973	464.106
g2816.t1.cds1	4881	4640.84	15404	490.802
g2817.t1.cds1	561	322.691	5815	266.46
g2818.t1.cds1	246	639.686	6965	1609.99
g2819.t1.cds1	1806	1565.84	8335	787.097
g2820.t1.cds1	573	334.493	3226	142.609
g2821.t1.cds1	1704	1463.84	5714	577.187
g2822.t1.cds1	585	346.222	4674	199.62
g2823.t1.cds1	849	608.91	2631	638.906
g2824.t1.cds1	1614	1373.84	15701	168.99
g2825.t1.cds1	657	417.284	7246	256.765
g2826.t1.cds1	2250	2009.84	5379	39.574
g2827.t1.cds1	741	501.02	5171	152.612
g2828.t1.cds1	2751	2510.84	12552	739.203
g2829.t1.cds1	2910	2669.84	3683	203.979
g2830.t1.cds1	837	596.91	3318	821.933
g2831.t1.cds1	1140	899.836	6222	102.243
g2832.t1.cds1	1110	869.836	9710	165.063
g2833.t1.cds1	978	737.91	1856	371.915
g2834.t1.cds1	2925	2684.84	18077	995.583
g2835.t1.cds1	471	236.606	23414	1463.25
g2836.t1.cds1	609	369.755	9604	384.067
g2837.t1.cds1	975	734.91	2636	530.372
g2838.t1.cds1	1308	1067.84	13663	189.195
g2839.t1.cds1	771	530.969	2342	652.209
g2840.t1.cds1	348	132.018	4795	537.06
g2841.t1.cds1	1305	1064.84	3314	460.192
g2842.t1.cds1	336	122.952	7179	863.368
g2843.t1.cds1	285	86.826	2606	443.806
g2844.t1.cds1	1596	1355.84	10678	116.453
g2845.t1.cds1	1239	998.836	4271	632.273
g2846.t1.cds1	1110	869.836	6219	105.719
g2847.t1.cds1	1104	863.836	8932	152.893
g2848.t1.cds1	1074	833.836	8449	149.828
g2849.t1.cds1	1956	1715.84	8745	753.621
g2850.t1.cds1	1581	1340.84	12559	138.5
g2851.t1.cds1	2649	2408.84	14036	861.599
g2852.t1.cds1	1830	1589.84	3605	335.291
g2853.t1.cds1	2415	2174.84	8093	55.024
g2854.t1.cds1	2202	1961.84	14772	111.339
g2855.t1.cds1	2088	1847.84	7891	631.448
g2856.t1.cds1	1242	1001.84	5578	823.286
g2857.t1.cds1	378	155.73	2649	251.524
g2858.t1.cds1	774	533.969	3543	981.125
g2859.t1.cds1	1554	1313.84	3413	384.118
g2860.t1.cds1	300	963.668	2278	349.539
g2861.t1.cds1	1182	941.836	45107	708.17
g2862.t1.cds1	741	501.02	1662	490.507
g2863.t1.cds1	1437	1196.84	3483	430.316
g2864.t1.cds1	1524	1283.84	1837	211.577
g2865.t1.cds1	495	259.101	6183	352.857
g2866.t1.cds1	1896	1655.84	15319	136.799
g2867.t1.cds1	432	201.125	10393.2	764.104
g2868.t1.cds1	546	308.072	8298	398.282
g2869.t1.cds1	1233	992.836	5551	826.728
g2870.t1.cds1	1659	1418.84	12432	129.562
g2871.t1.cds1	672	432.114	3415	116.859
g2872.t1.cds1	453	219.867	1786	120.113
g2873.t1.cds1	1350	1109.84	18090	241.018
g2874.t1.cds1	1728	1487.84	8250	819.913
g2875.t1.cds1	1221	980.836	4707	709.605
g2876.t1.cds1	2040	1799.84	4230	347.517
g2877.t1.cds1	2538	2297.84	4614	296.912
g2878.t1.cds1	324	113.964	16456	2135.14
g2879.t1.cds1	513	276.24	1638	87.679
g2880.t1.cds1	588	349.152	3439	145.642
g2881.t1.cds1	3015	2774.84	13598	724.614
g2882.t1.cds1	594	355.081	6627	275.968
g2883.t1.cds1	654	414.284	3744	133.631
g2884.t1.cds1	1956	1715.84	6829	588.505
g2885.t1.cds1	1026	785.836	7001	131.734
g2886.t1.cds1	894	653.91	3648	824.909
g2887.t1.cds1	213	477.119	14022.7	4345.84
g2888.t1.cds1	213	477.119	130.032	0.40299
g2889.t1.cds1	735	495.02	2446	730.639
g2890.t1.cds1	663	423.2	4871	170.193
g2891.t1.cds1	267	759.213	1396	271.889
g2892.t1.cds1	564	325.625	1998	90.729
g2893.t1.cds1	6267	6026.84	9358	229.595
g2894.t1.cds1	1251	1010.84	4488	65.651
g2895.t1.cds1	477	242.193	6066	370.348
g2896.t1.cds1	777	536.969	1868	514.395
g2897.t1.cds1	1440	1199.84	5489	676.457
g2898.t1.cds1	804	563.969	4228	110.853
g2899.t1.cds1	3534	3293.84	12370	555.312
g2900.t1.cds1	582	343.222	1912	823.725
g2901.t1.cds1	732	492.02	9221	277.118
g2902.t1.cds1	624	384.567	5197	199.825
g2903.t1.cds1	933	692.91	1768	377.289
g2904.t1.cds1	1785	1544.84	5279	505.287
g2905.t1.cds1	1137	896.836	7336	120.953
g2906.t1.cds1	627	387.567	4657	177.676
g2907.t1.cds1	1011	770.836	2631	504.694
g2908.t1.cds1	570	331.527	1654	737.711
g2909.t1.cds1	1308	1067.84	7574	104.879
g2910.t1.cds1	714	474.069	1950	608.222
g2911.t1.cds1	1926	1685.84	1986	174.194
g2912.t1.cds1	1362	1121.84	6837	901.167
g2913.t1.cds1	2019	1778.84	4514	375.228
g2914.t1.cds1	960	719.91	0	0
g2915.t1.cds1	1005	764.836	2669	515.999
g2916.t1.cds1	1035	794.836	4703	874.916
g2917.t1.cds1	2346	2105.84	3697	259.594
g2918.t1.cds1	516	279.045	1335	707.419
g2919.t1.cds1	567	328.56	2286	102.88
g2920.t1.cds1	1689	1448.84	10339	105.518
g2921.t1.cds1	1233	992.836	5384	801.856
g2922.t1.cds1	1011	770.836	1444	276.996
g2923.t1.cds1	930	689.91	2675	573.324
